Date,Open,High,Low,Close,Adj Close,Volume
2017-10-16,147.529999,150.119995,146.160004,148.809998,148.809998,0
2017-10-23,142.460007,142.460007,135.360001,135.699997,135.699997,0
2017-10-30,132.539993,132.539993,128.970001,130.339996,130.339996,0
2017-11-06,130.520004,131.500000,128.949997,130.559998,130.559998,0
2017-11-13,129.750000,137.190002,129.750000,137.190002,137.190002,0
2017-11-20,135.830002,135.830002,130.979996,130.979996,130.979996,0
2017-11-27,130.179993,130.179993,124.080002,128.830002,128.830002,0
2017-12-04,132.139999,132.539993,130.839996,132.539993,132.539993,0
2017-12-11,133.979996,135.729996,133.020004,135.729996,135.729996,0
2017-12-18,132.720001,134.399994,130.690002,134.399994,134.399994,0
2017-12-25,135.600006,138.429993,135.600006,137.050003,137.050003,0
2018-01-01,135.369995,135.369995,127.029999,127.029999,127.029999,0
2018-01-08,128.000000,129.119995,124.949997,124.949997,124.949997,0
2018-01-15,128.649994,136.190002,128.649994,132.279999,132.279999,0
2018-01-22,127.180000,127.180000,117.989998,117.989998,117.989998,0
2018-01-29,118.800003,126.449997,118.800003,126.449997,126.449997,0
2018-02-05,129.610001,136.899994,128.509995,128.509995,128.509995,0
2018-02-12,148.020004,148.020004,127.839996,131.669998,131.669998,0
2018-02-19,131.630005,139.199997,130.029999,139.199997,139.199997,0
2018-02-26,131.720001,138.949997,127.480003,127.480003,127.480003,0
2018-03-05,130.119995,130.119995,127.790001,127.790001,127.790001,0
2018-03-12,141.979996,147.350006,140.429993,147.350006,147.350006,0
2018-03-19,143.960007,143.960007,130.789993,130.789993,130.789993,0
2018-03-26,128.960007,128.960007,119.339996,119.339996,119.339996,0
2018-04-02,119.680000,122.389999,118.379997,122.389999,122.389999,0
2018-04-09,119.900002,126.000000,119.900002,126.000000,126.000000,0
2018-04-16,131.470001,146.259995,130.570007,133.070007,133.070007,0
2018-04-23,126.480003,128.399994,124.290001,128.399994,128.399994,0
2018-04-30,130.770004,130.770004,122.419998,127.370003,127.370003,0
2018-05-07,123.040001,129.350006,123.040001,129.350006,129.350006,0
2018-05-14,133.970001,136.759995,133.320007,133.320007,133.320007,0
2018-05-21,134.020004,140.779999,134.020004,140.779999,140.779999,0
2018-05-28,141.839996,143.889999,134.529999,134.529999,134.529999,0
2018-06-04,132.699997,136.570007,132.580002,133.110001,133.110001,0
2018-06-11,138.929993,142.820007,138.929993,140.919998,140.919998,0
2018-06-18,140.919998,140.919998,139.350006,140.539993,140.539993,0
2018-06-25,134.660004,141.720001,131.300003,141.720001,141.720001,0
2018-07-02,140.889999,141.020004,134.570007,141.020004,141.020004,0
2018-07-09,138.960007,142.479996,136.850006,142.479996,142.479996,0
2018-07-16,148.160004,154.250000,148.160004,152.720001,152.720001,0
2018-07-23,153.779999,153.779999,142.179993,144.570007,144.570007,0
2018-07-30,141.570007,146.190002,141.570007,146.190002,146.190002,0
2018-08-06,142.009995,149.199997,138.610001,149.199997,149.199997,0
2018-08-13,159.029999,159.029999,146.009995,146.009995,146.009995,0
2018-08-20,145.550003,148.199997,143.750000,148.199997,148.199997,0
2018-08-27,144.850006,146.910004,140.759995,146.910004,146.910004,0
2018-09-03,142.179993,145.869995,140.559998,145.869995,145.869995,0
2018-09-10,144.880005,151.589996,144.880005,151.589996,151.589996,0
2018-09-17,150.949997,151.369995,141.550003,141.550003,141.550003,0
2018-09-24,138.839996,144.429993,137.679993,144.429993,144.429993,0
2018-10-01,141.520004,141.520004,130.279999,130.279999,130.279999,0
2018-10-08,129.639999,130.850006,125.510002,125.510002,125.510002,0
2018-10-15,128.320007,132.149994,124.940002,124.940002,124.940002,0
2018-10-22,125.680000,128.910004,121.699997,121.699997,121.699997,0
2018-10-29,120.830002,120.830002,115.730003,115.730003,115.730003,0
2018-11-05,118.889999,121.849998,118.889999,120.059998,120.059998,0
2018-11-12,122.059998,122.059998,118.709999,118.709999,118.709999,0
2018-11-19,115.790001,119.550003,115.790001,117.209999,117.209999,0
2018-11-26,117.570000,117.570000,114.709999,114.709999,114.709999,0
2018-12-03,118.459999,118.459999,114.300003,114.300003,114.300003,0
2018-12-10,117.639999,118.599998,116.779999,118.599998,118.599998,0
2018-12-17,123.959999,125.379997,122.169998,122.169998,122.169998,0
2018-12-24,118.269997,118.269997,115.180000,117.260002,117.260002,0
2018-12-31,116.059998,116.059998,111.440002,111.440002,111.440002,0
2019-01-07,113.559998,119.089996,113.559998,119.089996,119.089996,0
2019-01-14,125.199997,133.020004,125.199997,133.020004,133.020004,0
2019-01-21,122.820000,130.919998,122.820000,126.110001,126.110001,0
2019-01-28,123.059998,126.529999,121.900002,126.029999,126.029999,0
2019-02-04,128.399994,128.399994,123.419998,127.720001,127.720001,0
2019-02-11,129.190002,129.550003,126.889999,129.550003,129.550003,0
2019-02-18,124.680000,124.680000,121.080002,121.080002,121.080002,0
2019-02-25,127.669998,127.669998,125.529999,126.970001,126.970001,0
2019-03-04,125.040001,126.400002,123.139999,125.730003,125.730003,0
2019-03-11,132.929993,132.929993,128.759995,128.759995,128.759995,0
2019-03-18,127.099998,127.099998,117.550003,117.550003,117.550003,0
2019-03-25,117.599998,120.959999,117.599998,120.959999,120.959999,0
2019-04-01,126.769997,128.750000,126.230003,128.750000,128.750000,0
2019-04-08,129.130005,129.130005,124.220001,124.220001,124.220001,0
2019-04-15,127.690002,127.690002,123.599998,123.599998,123.599998,0
2019-04-22,124.239998,126.290001,123.809998,126.290001,126.290001,0
2019-04-29,125.790001,126.470001,122.220001,122.220001,122.220001,0
2019-05-06,123.230003,123.230003,116.879997,118.540001,118.540001,0
2019-05-13,119.360001,121.089996,118.690002,118.690002,118.690002,0
2019-05-20,115.250000,117.169998,114.120003,114.120003,114.120003,0
2019-05-27,112.580002,112.680000,111.930000,112.650002,112.650002,0
2019-06-03,112.320000,114.669998,112.320000,114.669998,114.669998,0
2019-06-10,114.379997,114.660004,113.330002,113.330002,113.330002,0
2019-06-17,115.300003,119.230003,115.300003,118.459999,118.459999,0
2019-06-24,117.089996,117.500000,116.830002,117.500000,117.500000,0
2019-07-01,118.120003,126.660004,118.120003,126.660004,126.660004,0
2019-07-08,121.419998,123.650002,120.440002,123.650002,123.650002,0
2019-07-15,126.220001,126.220001,123.980003,125.500000,125.500000,0
2019-07-22,125.360001,125.360001,121.879997,121.879997,121.879997,0
2019-07-29,123.269997,123.269997,117.070000,117.070000,117.070000,0
2019-08-05,117.250000,117.709999,113.300003,117.709999,117.709999,0
2019-08-12,116.339996,117.580002,112.519997,112.519997,112.519997,0
2019-08-19,115.839996,116.480003,114.459999,114.459999,114.459999,0
2019-08-26,112.620003,115.019997,112.620003,115.019997,115.019997,0
2019-09-02,114.680000,118.870003,114.680000,118.870003,118.870003,0
2019-09-09,118.790001,119.949997,118.400002,118.400002,118.400002,0
2019-09-16,119.160004,119.160004,117.940002,118.769997,118.769997,0
2019-09-23,117.500000,118.010002,116.610001,116.610001,116.610001,0
2019-09-30,116.610001,117.669998,111.470001,114.540001,114.540001,0
2019-10-07,114.540001,120.849998,114.540001,120.849998,120.849998,0
2019-10-14,122.400002,128.009995,122.400002,128.009995,128.009995,0
2019-10-21,128.440002,128.440002,125.220001,125.699997,125.699997,0
2019-10-28,125.699997,130.710007,125.260002,130.710007,130.710007,0
2019-11-04,129.740005,129.740005,124.680000,124.680000,124.680000,0
2019-11-11,123.300003,126.279999,123.180000,126.279999,126.279999,0
2019-11-18,126.589996,127.459999,124.870003,124.870003,124.870003,0
2019-11-25,125.529999,130.369995,125.529999,130.369995,130.369995,0
2019-12-02,129.830002,131.479996,123.309998,131.479996,131.479996,0
2019-12-09,136.559998,144.509995,132.679993,144.509995,144.509995,0
2019-12-16,143.850006,150.139999,137.479996,147.169998,147.169998,0
2019-12-23,143.910004,143.910004,143.070007,143.070007,143.070007,0
2019-12-30,140.289993,140.289993,133.460007,133.460007,133.460007,0
2020-01-06,132.509995,136.419998,128.149994,128.149994,128.149994,0
2020-01-13,131.270004,134.619995,130.820007,134.619995,134.619995,0
2020-01-20,132.699997,132.699997,127.019997,127.019997,127.019997,0
2020-01-27,127.019997,135.729996,125.150002,135.729996,135.729996,0
2020-02-03,127.699997,134.479996,127.699997,134.479996,134.479996,0
2020-02-10,133.289993,133.289993,133.039993,133.039993,133.039993,0
2020-02-17,137.660004,141.809998,137.119995,137.119995,137.119995,0
2020-02-24,135.139999,135.139999,130.649994,130.820007,130.820007,0
2020-03-02,126.839996,127.379997,123.059998,126.080002,126.080002,0
2020-03-09,121.570000,121.720001,115.790001,115.790001,115.790001,0
2020-03-16,114.660004,118.120003,113.540001,118.120003,118.120003,0
2020-03-23,117.050003,118.970001,116.599998,117.410004,117.410004,0
2020-03-30,122.180000,125.489998,115.480003,120.570000,120.570000,0
2020-04-06,121.010002,121.010002,118.480003,120.849998,120.849998,0
2020-04-13,119.599998,126.430000,119.599998,126.430000,126.430000,0
2020-04-20,125.339996,126.190002,123.709999,125.220001,125.220001,0
2020-04-27,129.289993,132.600006,129.229996,129.970001,129.970001,0
2020-05-04,129.970001,132.210007,128.589996,132.210007,132.210007,0
2020-05-11,132.210007,132.210007,123.430000,124.470001,124.470001,0
2020-05-18,129.229996,129.229996,124.529999,125.779999,125.779999,0
2020-05-25,129.110001,131.720001,129.110001,131.720001,131.720001,0
2020-06-01,132.089996,132.610001,129.869995,129.869995,129.869995,0
2020-06-08,129.110001,133.539993,127.739998,133.539993,133.539993,0
2020-06-15,133.539993,137.330002,133.539993,134.899994,134.899994,0
2020-06-22,135.539993,137.470001,131.919998,137.470001,137.470001,0
2020-06-29,135.750000,148.270004,135.750000,146.339996,146.339996,0
2020-07-06,140.979996,140.979996,135.679993,135.679993,135.679993,0
2020-07-13,135.679993,146.529999,128.520004,140.809998,140.809998,0
2020-07-20,145.899994,145.899994,134.839996,139.399994,139.399994,0
2020-07-27,139.610001,140.860001,138.990005,138.990005,138.990005,0
2020-08-03,141.559998,141.770004,139.589996,139.750000,139.750000,0
2020-08-10,137.500000,137.500000,136.110001,136.820007,136.820007,0
2020-08-17,137.449997,144.050003,137.449997,144.050003,144.050003,0
2020-08-24,146.729996,147.229996,142.089996,145.070007,145.070007,0
2020-08-31,145.729996,145.729996,142.279999,144.660004,144.660004,0
2020-09-07,133.279999,133.279999,125.419998,125.419998,125.419998,0
2020-09-14,125.419998,139.410004,125.419998,139.410004,139.410004,0
2020-09-21,132.089996,132.089996,129.169998,129.169998,129.169998,0
2020-09-28,129.259995,129.259995,117.779999,117.779999,117.779999,0
2020-10-05,119.529999,121.809998,119.529999,121.809998,121.809998,0
2020-10-12,123.940002,123.940002,122.599998,123.470001,123.470001,0
2020-10-19,124.750000,126.699997,124.379997,126.699997,126.699997,0
2020-10-26,126.050003,129.300003,126.050003,128.050003,128.050003,0
2020-11-02,129.009995,136.440002,127.650002,127.650002,127.650002,0
2020-11-09,124.559998,131.419998,124.559998,131.419998,131.419998,0
2020-11-16,129.330002,133.589996,128.910004,133.550003,133.550003,0
2020-11-23,133.539993,134.259995,133.539993,133.899994,133.899994,0
2020-11-30,132.429993,134.610001,132.429993,132.460007,132.460007,0
2020-12-07,133.080002,135.750000,132.440002,135.710007,135.710007,0
2020-12-14,139.919998,147.070007,138.949997,147.070007,147.070007,0
2020-12-21,147.020004,147.389999,146.270004,147.389999,147.389999,0
2020-12-28,148.270004,148.270004,142.740005,143.029999,143.029999,0
2021-01-04,147.830002,147.830002,143.839996,145.919998,145.919998,0
2021-01-11,139.250000,139.990005,134.699997,138.059998,138.059998,0
2021-01-18,136.699997,146.660004,136.699997,144.199997,144.199997,0
2021-01-25,145.550003,145.839996,137.929993,145.839996,145.839996,0
2021-02-01,134.300003,141.630005,134.300003,136.009995,136.009995,0
2021-02-08,135.089996,140.059998,135.089996,137.600006,137.600006,0
2021-02-15,137.660004,144.449997,137.660004,142.550003,142.550003,0
2021-02-22,141.529999,142.070007,136.639999,142.070007,142.070007,0
2021-03-01,136.229996,141.679993,136.229996,137.190002,137.190002,0
2021-03-08,135.899994,139.610001,134.449997,139.610001,139.610001,0
2021-03-15,140.289993,148.110001,140.289993,148.110001,148.110001,0
2021-03-22,141.470001,146.139999,140.860001,140.860001,140.860001,0
2021-03-29,145.460007,145.460007,140.929993,140.929993,140.929993,0
2021-04-05,136.289993,142.440002,136.289993,139.039993,139.039993,0
2021-04-12,132.880005,139.289993,132.880005,139.289993,139.289993,0
2021-04-19,138.330002,139.429993,134.869995,138.089996,138.089996,0
2021-04-26,140.089996,140.089996,139.089996,139.300003,139.300003,0
2021-05-03,146.320007,146.320007,139.229996,144.470001,144.470001,0
2021-05-10,145.759995,145.759995,139.259995,139.259995,139.259995,0
2021-05-17,139.050003,143.750000,138.350006,142.960007,142.960007,0
2021-05-24,144.509995,149.820007,144.509995,149.350006,149.350006,0
2021-05-31,155.309998,155.309998,145.210007,145.210007,145.210007,0
2021-06-07,147.759995,154.809998,147.759995,154.809998,154.809998,0
2021-06-14,159.279999,161.350006,155.970001,161.009995,161.009995,0
2021-06-21,150.779999,161.039993,150.779999,161.039993,161.039993,0
2021-06-28,170.550003,170.550003,157.940002,157.940002,157.940002,0
2021-07-05,157.940002,157.940002,152.820007,155.699997,155.699997,0
2021-07-12,155.699997,155.699997,151.940002,151.940002,151.940002,0
2021-07-19,155.740005,159.440002,152.630005,159.440002,159.440002,0
2021-07-26,null,null,null,null,null,null
2021-08-02,153.300003,153.300003,148.270004,148.270004,148.270004,0
2021-08-09,153.130005,157.179993,148.270004,157.179993,157.179993,0
2021-08-16,152.539993,152.539993,148.539993,151.190002,151.190002,0
2021-08-23,159.020004,159.509995,157.130005,157.250000,157.250000,0
2021-08-30,157.990005,157.990005,154.750000,156.979996,156.979996,0
2021-09-06,153.389999,153.389999,149.970001,149.970001,149.970001,0
2021-09-13,148.500000,154.330002,146.729996,149.520004,149.520004,0
2021-09-20,141.570007,146.869995,139.979996,145.669998,145.669998,0
2021-09-27,144.660004,144.660004,135.050003,135.050003,135.050003,0
2021-10-04,130.869995,133.320007,130.869995,133.320007,133.320007,0
2021-10-11,134.699997,143.779999,134.100006,143.779999,143.779999,0
2021-10-18,143.770004,143.770004,139.339996,139.339996,139.339996,0
2021-10-25,140.940002,144.729996,140.600006,144.729996,144.729996,0
2021-11-01,145.809998,151.669998,145.809998,151.669998,151.669998,0
2021-11-08,149.240005,149.240005,144.029999,144.029999,144.029999,0
2021-11-15,142.380005,148.440002,139.559998,148.440002,148.440002,0
2021-11-22,147.440002,148.270004,142.649994,148.270004,148.270004,0
2021-11-29,149.929993,155.210007,149.929993,151.380005,151.380005,0
2021-12-06,151.639999,151.660004,149.660004,149.660004,149.660004,0
2021-12-13,146.070007,146.070007,137.759995,140.289993,140.289993,0
2021-12-20,131.710007,150.259995,131.710007,150.259995,150.259995,0
2021-12-27,151.869995,156.240005,151.869995,155.270004,155.270004,0
2022-01-03,151.490005,151.490005,140.770004,140.770004,140.770004,0
